1,336530303.00 ,Spider-Man 3,Sam Raimi,Tobey Maguire,Kirsten Dunst,James Franco,Comic Book Adaptation,IMAX (Feature-length),Superhero,$258 million
2,322719944.00 ,Shrek the Third,Chris Miller,Mike Myers (Voice),Eddie Murphy (Voice),Cameron Diaz (Voice),Animation,Animation - Computer,Animation - Fantasy,$160 million
3,319246193.00 ,Transformers,Michael Bay,Shia LaBeouf,Tyrese Gibson,Josh Duhamel,Sci-Fi - Alien Invasion,CGI Star,Cyborg / Android / Robot,$150 million
4,309420425.00 ,Pirates of the Caribbean: At World's End,Gore Verbinski,Johnny Depp,Orlando Bloom,Keira Knightley,Adventure - Period,Pirate,Swashbuckler,$300 million
5,292004738.00 ,Harry Potter and the Order of the Phoenix,David Yates,Daniel Radcliffe,Rupert Grint,Emma Watson,Family - Children's Book Adaptation,Fantasy - Live Action,IMAX (Feature-length),$150 million
6,256393010.00 ,I Am Legend,Francis Lawrence,Will Smith,N/A,N/A,Sci-Fi - Based on Book,Sci-Fi Horror,Sci-Fi Remake,$150 million
7,227471070.00 ,The Bourne Ultimatum,Paul Greengrass,Matt Damon,Julia Stiles,David Strathairn,Hitman / Assassin,Memory Loss / Amnesia,Spy,$110 million
8,219964115.00 ,National Treasure: Book of Secrets,Jon Turteltaub,Nicolas Cage,Justin Bartha,Diane Kruger,N/A,N/A,N/A,N/A
9,217326974.00 ,Alvin and the Chipmunks,Tim Hill,Jason Lee,David Cross,Cameron Richardson,CGI Star,Family - Talking Animal (Live action),TV Cartoon (Live Action),$60 million
10,210614939.00 ,300,Zack Snyder,Gerard Butler,Lena Headey,Dominic West,Comic Book Adaptation,IMAX (Feature-length),N/A,$65 million
11,206445654.00 ,Ratatouille,Brad Bird,Patton Oswalt (Voice),Ian Holm* (Voice),Brian Dennehy* (Voice),Animation,Animation - Computer,Cooking,$150 million
12,183135014.00 ,The Simpsons Movie,David Silverman,Dan Castellaneta* (Voice),Julie Kavner* (Voice),Nancy Cartwright* (Voice),Animation,Animation - TV Adaptation,N/A,$75 million
13,168273550.00 ,Wild Hogs,Walter Becker,John Travolta,Tim Allen,Martin Lawrence,Comedy - Road Trip,N/A,N/A,N/A
14,148768917.00 ,Knocked Up,Judd Apatow,Seth Rogen,Katherine Heigl,Paul Rudd,Comedy - Arrested Development,Comedy - R-Rated Youth,Pregnancy,$30 million
15,143495265.00 ,Juno,Jason Reitman,Ellen Page,Michael Cera,Jennifer Garner,Pregnancy,N/A,N/A,$7.5 million
16,140125968.00 ,Rush Hour 3,Brett Ratner,Jackie Chan,Chris Tucker,N/A,Action - Buddy Comedy,Action - Martial Arts,Travelogue - Paris,$140 million
17,134529403.00 ,Live Free or Die Hard,Len Wiseman,Bruce Willis,Timothy Olyphant,Justin Long,N/A,N/A,N/A,$110 million
18,131921738.00 ,Fantastic Four: Rise of the Silver Surfer,Tim Story,Ioan Gruffudd,Jessica Alba,Chris Evans,Comic Book Adaptation,Superhero,N/A,$130 million
19,130164645.00 ,American Gangster,Ridley Scott,Denzel Washington,Russell Crowe,Josh Brolin,Crime Time,That '70s Movie,True Crime,$100 million
20,127807262.00 ,Enchanted,N/A,Amy Adams,James Marsden,Susan Sarandon,Musical,N/A,N/A,$85 million
21,126631277.00 ,Bee Movie,Simon J. Smith,Jerry Seinfeld (Voice),Renee Zellweger (Voice),Matthew Broderick* (Voice),Animation,Animation - Computer,N/A,$150 million
22,121463226.00 ,Superbad,Greg Mottola,Jonah Hill,Michael Cera,Christopher Mintz-Plasse,Comedy - High School,Comedy - R-Rated Youth,Slacker / Stoner,$20 million
23,120059556.00 ,I Now Pronounce You Chuck and Larry,Dennis Dugan,Adam Sandler,Kevin James,Jessica Biel,Fire / Firefighter,N/A,N/A,$85 million
24,118871849.00 ,Hairspray (2007),Adam Shankman,Nikki Blonsky,John Travolta,Michelle Pfeiffer,Comedy - Fat Suit,Musical,N/A,N/A
25,118594548.00 ,Blades of Glory,Josh Gordon,Will Ferrell,Jon Heder,Will Arnett,Sports - Olympics,Sports Comedy,N/A,$61 million
26,117154724.00 ,Ocean's Thirteen,Steven Soderbergh,George Clooney,Brad Pitt,Matt Damon,Heist / Caper,Remake - Sequel to a Remake,Travelogue - Las Vegas,N/A
27,115802596.00 ,Ghost Rider,Mark Steven Johnson,Nicolas Cage,Eva Mendes,Sam Elliott,Comic Book Adaptation,Superhero,Superhero - Origin,$110 million
28,100462298.00 ,Evan Almighty,Tom Shadyac,Steve Carell,Morgan Freeman,Lauren Graham,Comedy - God,Comedy - Sequel (Live Action),Comedy - What If?,$175 million
29,97822171.00 ,Meet the Robinsons,N/A,N/A,N/A,N/A,3D,Animation,Animation - Computer,N/A
30,95673607.00 ,Norbit,Brian Robbins,Eddie Murphy,Thandie Newton,Cuba Gooding,Comedy - Fat Suit,Romantic Comedy,N/A,$60 million
