Rank,623357910.00 ,Name,Director,Actor1,Actor2,Actor3,Tag1,Tag2,Tag3,Production Budget
1,448139099.00 ,Marvel's The Avengers,Joss Whedon,Robert Downey Jr.,Scarlett Johansson,Chris Hemsworth,Sci-Fi - Alien Invasion,3D,Comic Book Adaptation,$220 million
2,408010692.00 ,The Dark Knight Rises,Christopher Nolan,Christian Bale,Michael Caine,Anne Hathaway,Comic Book Adaptation,IMAX (Feature-length),Superhero,$250 million
3,304360277.00 ,The Hunger Games,Gary Ross,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Sci-Fi - Based on Book,Action Heroine,IMAX (Feature-length),$78 million
4,303003568.00 ,Skyfall,Sam Mendes,Daniel Craig,Judi Dench,Javier Bardem,IMAX (Feature-length),Spy,N/A,$200 million
5,292324737.00 ,The Hobbit: An Unexpected Journey,Peter Jackson,Martin Freeman,Ian McKellen,Richard Armitage,3D,Dragon - Supporting Role,Fantasy - Live Action,N/A
6,262030663.00 ,The Twilight Saga: Breaking Dawn Part 2,Bill Condon,Kristen Stewart,Robert Pattinson,Taylor Lautner,Romantic Fantasy,Teen Romance,Vampire,$120 million
7,237283207.00 ,The Amazing Spider-Man,Marc Webb,Andrew Garfield,Emma Stone,Rhys Ifans,3D,Comic Book Adaptation,IMAX (Feature-length),$230 million
8,218815487.00 ,Brave,Mark Andrews,Kelly Macdonald (Voice),Billy Connolly (Voice),Emma Thompson (Voice),3D,Animation,Animation - Computer,$185 million
9,216391482.00 ,Ted,Seth MacFarlane,Mark Wahlberg,Mila Kunis,Seth MacFarlane (Voice),CGI Star,Comedy - Arrested Development,Comedy - What If?,$50 million
10,214030500.00 ,Madagascar 3: Europe's Most Wanted,Eric Darnell,Ben Stiller (Voice),Chris Rock (Voice),David Schwimmer (Voice),3D,Animation,Animation - Computer,$145 million
11,189422889.00 ,Dr. Seuss' The Lorax,Chris Renaud,Danny DeVito (Voice),Zac Efron (Voice),Ed Helms (Voice),3D,Animation,Animation - Computer,$70 million
12,182207973.00 ,Wreck-It Ralph,Rich Moore,John C. Reilly (Voice),Jack McBrayer (Voice),Sarah Silverman (Voice),3D,Animation,Animation - Computer,$165 million
13,179020854.00 ,Lincoln,Steven Spielberg,Daniel Day-Lewis,Sally Field,David Strathairn,President,N/A,N/A,$65 million
14,162805434.00 ,MIB 3,Barry Sonnenfeld,Will Smith,Josh Brolin,Tommy Lee Jones,Sci-Fi - Alien Invasion,Sci-Fi Comedy,3D,$225 million
15,161321843.00 ,Django Unchained,Quentin Tarantino,Jamie Foxx,Christoph Waltz,Leonardo DiCaprio,Controversy,Revenge,Western,$100 million
16,155332381.00 ,Ice Age: Continental Drift,N/A,Ray Romano (Voice),Queen Latifah (Voice),Denis Leary (Voice),3D,Animation,Animation - Computer,$95 million
17,148809770.00 ,Snow White and the Huntsman,Rupert Sanders,Kristen Stewart,Chris Hemsworth,Charlize Theron,Fantasy - Live Action,N/A,N/A,$170 million
18,148313048.00 ,Les Miserables (2012),Tom Hooper,Hugh Jackman,Russell Crowe,Anne Hathaway,IMAX (Feature-length),Musical,Travelogue - Paris,$61 million
19,139854287.00 ,Hotel Transylvania,Genndy Tartakovsky,Adam Sandler (Voice),Andy Samberg (Voice),Selena Gomez (Voice),3D,Animation,Animation - Computer,$85 million
20,138447667.00 ,Taken 2,Olivier Megaton,Liam Neeson,Maggie Grace,Famke Janssen,Revenge,Travelogue - Middle East,N/A,$45 million
21,136025503.00 ,21 Jump Street,Phil Lord,Jonah Hill,Channing Tatum,Brie Larson,Action - Buddy Comedy,Comedy - Arrested Development,Comedy - High School,$42 million
22,132092958.00 ,Argo,Ben Affleck,Ben Affleck,Bryan Cranston,Alan Arkin,Heist / Caper,Hollywood / Movies,Hostage,$44.5 million
23,126477084.00 ,Silver Linings Playbook,David O. Russell,Bradley Cooper,Robert DeNiro,Jennifer Lawrence,Romantic Comedy,N/A,N/A,$21 million
24,126373434.00 ,Prometheus,Ridley Scott,Noomi Rapace,Michael Fassbender,Charlize Theron,Sci-Fi Horror,3D,Christmas - Setting Only,$130 million
25,125014030.00 ,Safe House,Daniel Espinosa,Denzel Washington,Ryan Reynolds,Vera Farmiga,Thriller - On the Run,N/A,N/A,$85 million
26,124987023.00 ,The Vow,Michael Sucsy,Rachel McAdams,Channing Tatum,Sam Neill,Memory Loss / Amnesia,Romantic Drama,N/A,$30 million
27,113721571.00 ,Life of Pi,Ang Lee,Suraj Sharma,Irrfan Khan,N/A,3D,CGI Star,N/A,$120 million
28,113203870.00 ,Magic Mike,Steven Soderbergh,Riley Keough*,Channing Tatum,Alex Pettyfer,Dance,Womanizer / Cad / Player,N/A,$7 million
29,103860290.00 ,The Bourne Legacy,Tony Gilroy,Jeremy Renner,Rachel Weisz,Edward Norton,Hitman / Assassin,Spy,N/A,$125 million
30,,Journey 2: The Mysterious Island,Brad Peyton,Dwayne Johnson,Michael Caine,Josh Hutcherson,3D,IMAX (Feature-length),N/A,$79 million
